reviewId,review,score,gender,location,date,,
57,ان او,1,male,"Jerusalem, Israel",2008-05-10,,
58,Can't even download your favourite music,1,male,"Frankfurt, Germany",2007-11-02,,
59,"I love it when apps make it extra hard to cancel subscriptions. Pathetic. Also, much too expensive, spotify is like half the price.",1,male,"Phuket, Thailand",2008-11-24,,
60,App is not working.,1,male,"Chicago, United States",2010-08-24,,
61,I don't think putting songs behind premium is necessary.,1,male,"Hanoi, Vietnam",2008-08-20,,
62,"No matter what I do, I can't listen to a track from a friend on my phone in the browser. Instead I'm forced to download the app. Why is it not possible to just listen to a private track in the browser?",1,male,"Singapore, Singapore",2008-08-21,,
63,Too many adverts 🙁,1,male,"Tokyo, Japan",2008-06-22,,
64,Why is it that I can't listen to my music on loop without having to come back to the app after a few times just to *reactivate the loop* to listen to my music? My music even pauses out of nowhere. No.,1,male,"Denver, United States",2011-05-31,,
65,التحديث الجديد الخاص بالاعلانات مزعج جدا بجد .. عادي يبقى في اعلانات بس مبقاش مجبر اقعد دقيقة كاملة عشان اشوف اعلانين كل واحد ٣٠ ثانية عشان اسمع حاجة.. سئ جدا,1,male,"Montreal, Canada",2010-03-26,,
66,Heavy add polluted,1,male,"Guayaquil, Ecuador",2011-11-18,,
67,Not letting me sign in,1,male,"San Jose, United States",2011-05-02,,
68,too laggy.,1,male,"Ottawa, Canada",2010-01-30,,
69,"Sick to the back teeth of the ads on this app. A 30second ad after every 3 tunes!! Why would I want to pay £8 a month for an app I don't use every day, not even every second day! Money grabbing!!! Edit.... Two 30 second ads one after the other now!!!",1,male,"Quebec City, Canada",2010-12-05,,
70,no si app,1,male,"San Antonio, United States",2010-03-12,,
71,"I was transferring my playlists from Spotify and I accidentally selected a playlist that is no longer available and because there is no cancel nor does it skip, the rest of the songs are all on hold. ig I can only use this during exercise for gym audio and Spotify for the rest :/",1,female,"Canberra, Australia",2012-12-14,,
72,حاولو تطوره من نفسكم شوية الاغانى هى هى مش بتتغير والجديد اذا نزل بيكون اغانى معينة مش كل المغنين وساعات تتشال اذا البرنامج موجود بس للاعانى المغبره اعطونا خبر نشوف غير برنامج صار وضعكم ممل والله..,1,male,"Hanoi, Vietnam",2008-06-19,,
73,it doesnt let me log in.... i have tried very hard but every time I use login with google it just stops after I log in on my browser and then nothing happens when I reopen my soundcloud app,1,male,"Suva, Fiji",2012-08-22,,
74,Very bad don't download,1,male,"Chicago, United States",2010-05-23,,
75,Please fix this apps issues already app constantly crashing and stoping my music every 5 min of playing it's getting very frustrating,1,male,"Washington DC, United States",2010-11-30,,
76,my favorite part is adding the songs i like back to my like list,1,male,"Guadalajara, Mexico",2011-06-03,,
77,Rewind forward not working.,1,male,"Seoul, South Korea",2008-08-17,,
78,"I don't like this app, so hard to look for a song , not a friendly user interface .",1,male,"Rio de Janeiro, Brazil",2012-05-30,,
79,I don't use this feature,1,male,"Chicago, United States",2010-04-22,,
80,"It has a lot of ads, every two songs have a 30-second commercial, and this is very bad",1,male,"Milan, Italy",2008-01-13,,
81,Fix ur app,1,male,"Abuja, Nigeria",2009-08-29,,
82,"1 star for excessive adds and especially while driving a car. they don't understand that skipping the add takes drivers attention and it's potentially dangerous. You deserve that. Since you are not streaming hd video you can't bombard free users with that amount of adds. i will change my review when i will see it fixed. till then i will use offline players in the car. Good luck , nerds!",1,male,"Nairobi, Kenya",2009-08-22,,
83,I just downloaded this app as an alternative to Spotify but it won't even let me make a playlist. I've deleted and redownloaded it multiple times but it keeps saying 'can't create a playlist try again later',1,male,"Montreal, Canada",2010-04-01,,
84,My vko as asst AA umi8q,1,male,"Singapore, Singapore",2008-08-21,,
85,This is for forcing me to download the app instead of being able to view links in my web browser. Thanks. EDIT: Your attempt to force people to download the app backfired. I can't even find the music I'm looking for when I download the app because Soundcloud links won't even take me that far. It's just a continuous loop of taking me to the app download page even if I'm already signed in. Why are SoundCloud links totally useless for mobile users? That's the majority of your userbase. Fix it.,1,male,"Hanoi, Vietnam",2008-08-13,,
86,من ریدم تو تبلیغاتی که میزاری,1,female,"Nadi, Fiji",2012-11-16,,
87,"it wasn't playing any music, it kept freezing up.",1,male,"Montreal, Canada",2011-04-06,,
88,"The free tier is almost unusable now. You get ads after every 1 to 2 songs, even if you change the songs halfway! Getting a 30 second ad every 5 minutes is rather irritating. I was prompted to write this review after getting two 30 second ads back to back when I changed a song 5 seconds in. I'm considering going to my local music collection instead of bothering with music streaming now.",1,male,"Riyadh, Saudi Arabia",2008-05-24,,
89,Poder,1,male,"Queenstown, New Zealand",2012-10-04,,
90,"How to stop SoundCloud app start to automatically playing in my car every time car is started? Can't find any auto play settings in SC, very annoying ...",1,male,"Medellín, Colombia",2012-04-14,,
91,This app is not sign in plzz reply my comment 🙏🙏 plzz,1,male,"Lisbon, Portugal",2007-12-11,,
92,"This app is horrible, simply awful. Just when you find the right music, it starts ad after ad after ad ... I'm going to get rid of it as soon as I can ..",1,male,"Tokyo, Japan",2008-10-09,,
93,Both on WEB and Mobile versions I am having a major issue regarding my account.One day while playing an unexpected error occured and I needed to log out of my account. After doing such I tried to log back in but no matter if I click the creat account or sign in option they both default me to the same page. It won't let me log back in both options force me to sign up but when I put my email in it's already in use so I can't log in and can't make myself a new account. I'm about to switch services,1,male,"Lima, Peru",2012-06-14,,
94,"I cannot even log in my account. The app stuck on the screen having 2 buttons ""Create an account"" and ""I already have an account"". I tried to click on those 2 but none of them worked.",1,male,"San Antonio, United States",2011-05-12,,
95,This is very very very bad /worst game in the world please don't download this game because log in can not done,1,male,"Durban, South Africa",2009-04-15,,
96,so since I've started paying for SoundCloud it seems mostly impossible to access tracks I've liked constantly telling me something went wrong try again only seems to be since this was updated,1,male,"Denver, United States",2011-09-11,,
97,icant like music it won't save in my Playlist,1,male,"Cancun, Mexico",2011-01-21,,
98,"Ads are annoying, not cause theyre ads. Because it locks out the app on a blank ad screen so you can't even browse the app while the audio only add plays. Had to sit through 2 ads just to follow somebody I was trying to follow from a link in my browser and couldn't minimize or swipe the ad away to see their profile. Edit: there's also video ads you can't skip or exit the app and have play in the background. Forced me to watch an ad and wouldn't let me buy premium to skip it",1,male,"Chennai, India",2008-10-23,,
99,What bothers me is that audio quality varies a lot between tracks. It gets frustrating after a while.,1,male,"São Paulo, Brazil",2012-01-25,,
100,"For me, it’s hard to discover good new music.",1,male,"Edinburgh, United Kingdom",2007-12-23,,
101,"For me, there are too many ads on the free version. It makes the experience less enjoyable.",1,male,"Dar es Salaam, Tanzania",2009-05-07,,
102,"Honestly, the platform feels cluttered with low-quality tracks.",1,male,"Doha, Qatar",2008-10-16,,
103,I’d say search doesn’t always give relevant results. It makes it harder to find good music.,1,female,"Nadi, Fiji",2013-01-01,,
104,What bothers me is that the app can be slow or buggy sometimes. It makes the app harder to use.,1,male,"Auckland, New Zealand",2012-08-28,,
105,"In my experience, you can’t download music without paying. It gets frustrating after a while.",1,male,"Houston, United States",2011-05-17,,
106,The main problem is that tracks sometimes disappear unexpectedly. It makes it harder to find good music.,1,male,"Madrid, Spain",2008-04-14,,
107,"For me, it feels more focused on creators than listeners. It makes it harder to find good music.",1,female,"Canberra, Australia",2012-12-03,,
108,"I wanted to like it, but navigation can feel messy and unstructured. It gets frustrating after a while.",1,male,"Prague, Czech Republic",2008-02-27,,
109,"I wanted to like it, but audio quality varies a lot between tracks.",1,male,"Monterrey, Mexico",2011-02-13,,
110,The main problem is that it’s hard to discover good new music. It gets frustrating after a while.,1,male,"Perth, Australia",2012-08-15,,
111,What bothers me is that there are too many ads on the free version. It makes the experience less enjoyable.,1,male,"Alexandria, Egypt",2009-07-10,,
112,"So far, the platform feels cluttered with low-quality tracks. That part could definitely be improved.",1,male,"Vancouver, Canada",2011-03-31,,
113,The main problem is that search doesn’t always give relevant results.,1,male,"Christchurch, New Zealand",2012-09-28,,
114,"For me, the app can be slow or buggy sometimes.",1,male,"Boston, United States",2009-09-16,,
115,"In my experience, you can’t download music without paying. It makes it harder to find good music.",1,male,"Valparaíso, Chile",2011-11-24,,
116,"In my experience, tracks sometimes disappear unexpectedly.",1,male,"Perth, Australia",2012-08-01,,
117,"I wanted to like it, but it feels more focused on creators than listeners. It makes it harder to find good music.",1,male,"Chicago, United States",2011-01-24,,
118,"For me, navigation can feel messy and unstructured. That part could definitely be improved.",1,male,"Hong Kong, China",2008-06-25,,
119,"Honestly, audio quality varies a lot between tracks. It makes the experience less enjoyable.",1,male,"Vancouver, Canada",2009-09-18,,
120,The main problem is that it’s hard to discover good new music. It makes the app harder to use.,1,male,"Houston, United States",2011-02-25,,
121,What bothers me is that there are too many ads on the free version.,1,male,"Vancouver, Canada",2010-03-06,,
122,"Personally, the platform feels cluttered with low-quality tracks.",1,male,"San Diego, United States",2010-07-31,,
123,"Personally, search doesn’t always give relevant results. It makes the app harder to use.",1,male,"Marrakesh, Morocco",2009-08-04,,
124,"In my experience, the app can be slow or buggy sometimes. It makes it harder to find good music.",1,male,"San Jose, United States",2011-04-14,,
125,"I wanted to like it, but you can’t download music without paying. It ends up feeling cluttered.",1,male,"Boston, United States",2010-04-10,,
126,What bothers me is that tracks sometimes disappear unexpectedly. It makes the experience less enjoyable.,1,male,"Seattle, United States",2010-02-25,,
127,What bothers me is that it feels more focused on creators than listeners. It makes it harder to find good music.,1,male,"Phuket, Thailand",2008-05-03,,
128,What bothers me is that navigation can feel messy and unstructured. It makes the app harder to use.,1,male,"Guadalajara, Mexico",2009-12-03,,
129,The main problem is that audio quality varies a lot between tracks. It makes it harder to find good music.,1,male,"Durban, South Africa",2009-02-26,,
130,"Personally, it’s hard to discover good new music. It gets frustrating after a while.",1,male,"Dar es Salaam, Tanzania",2009-07-24,,
131,One issue is that there are too many ads on the free version. It ends up feeling cluttered.,1,female,"Melbourne, Australia",2013-01-05,,
132,The main problem is that the platform feels cluttered with low-quality tracks. It gets frustrating after a while.,1,male,"Ho Chi Minh City, Vietnam",2008-11-02,,
133,One issue is that search doesn’t always give relevant results. It slows things down.,1,male,"Washington DC, United States",2011-05-30,,
134,I’d say the app can be slow or buggy sometimes. It gets frustrating after a while.,1,male,"Oslo, Norway",2007-10-29,,
135,"I wanted to like it, but you can’t download music without paying. It slows things down.",1,male,"Brasília, Brazil",2012-04-01,,
136,I’d say tracks sometimes disappear unexpectedly. It makes it harder to find good music.,1,male,"Guadalajara, Mexico",2011-07-07,,
137,"For me, it feels more focused on creators than listeners. It ends up feeling cluttered.",1,female,"Adelaide, Australia",2012-12-19,,
138,"Honestly, navigation can feel messy and unstructured. It slows things down.",1,male,"Calgary, Canada",2010-11-28,,
139,"So far, audio quality varies a lot between tracks. It gets frustrating after a while.",1,male,"Osaka, Japan",2008-11-05,,
140,"Personally, it’s hard to discover good new music. It makes it harder to find good music.",1,male,"Dallas, United States",2011-08-11,,
141,"I wanted to like it, but there are too many ads on the free version. It slows things down.",1,male,"Milan, Italy",2007-10-28,,
142,One issue is that the platform feels cluttered with low-quality tracks. That part could definitely be improved.,1,male,"Calgary, Canada",2009-12-15,,
143,One issue is that search doesn’t always give relevant results. That part could definitely be improved.,1,male,"Casablanca, Morocco",2009-03-14,,
144,The main problem is that the app can be slow or buggy sometimes. That part could definitely be improved.,1,male,"Birmingham, United Kingdom",2008-03-27,,
145,"So far, you can’t download music without paying. It ends up feeling cluttered.",1,male,"Mexico City, Mexico",2009-12-31,,
146,"I wanted to like it, but tracks sometimes disappear unexpectedly. That part could definitely be improved.",1,male,"Bogotá, Colombia",2012-04-11,,
147,"Honestly, it feels more focused on creators than listeners. It makes the experience less enjoyable.",1,male,"Hamburg, Germany",2008-04-04,,
148,"In my experience, navigation can feel messy and unstructured. It makes it harder to find good music.",1,female,"Brisbane, Australia",2013-01-30,,
149,What bothers me is that audio quality varies a lot between tracks. It makes the experience less enjoyable.,1,male,"Phuket, Thailand",2008-12-07,,
150,"In my experience, it’s hard to discover good new music.",1,male,"Dallas, United States",2011-08-16,,
151,"In my experience, there are too many ads on the free version. It makes the app harder to use.",1,male,"Monterrey, Mexico",2011-04-16,,
152,"For me, the platform feels cluttered with low-quality tracks. It makes the experience less enjoyable.",1,male,"Milan, Italy",2008-01-30,,
153,"Honestly, search doesn’t always give relevant results.",1,male,"Guadalajara, Mexico",2011-06-28,,
154,"In my experience, the app can be slow or buggy sometimes. That part could definitely be improved.",1,male,"Dakar, Senegal",2009-02-10,,
155,One issue is that you can’t download music without paying. It ends up feeling cluttered.,1,male,"Wellington, New Zealand",2012-08-12,,
156,"So far, tracks sometimes disappear unexpectedly. It ends up feeling cluttered.",1,male,"Medellín, Colombia",2012-02-26,,
157,The main problem is that it feels more focused on creators than listeners. It slows things down.,1,male,"Phoenix, United States",2009-11-06,,
158,I’d say navigation can feel messy and unstructured. It makes the app harder to use.,1,male,"Rosario, Argentina",2012-03-02,,
159,"For me, audio quality varies a lot between tracks. It slows things down.",1,male,"Lahore, Pakistan",2008-09-27,,
160,One issue is that it’s hard to discover good new music. It ends up feeling cluttered.,1,male,"Houston, United States",2010-07-12,,
161,"Personally, there are too many ads on the free version. It gets frustrating after a while.",1,male,"Los Angeles, United States",2009-12-03,,
162,"Personally, the platform feels cluttered with low-quality tracks. That part could definitely be improved.",1,male,"Gold Coast, Australia",2012-09-30,,
163,"I wanted to like it, but search doesn’t always give relevant results. It ends up feeling cluttered.",1,male,"Guayaquil, Ecuador",2012-03-12,,
164,I’d say the app can be slow or buggy sometimes. It makes it harder to find good music.,1,male,"Los Angeles, United States",2010-05-30,,
165,What bothers me is that you can’t download music without paying. It makes the app harder to use.,1,male,"Milan, Italy",2008-04-17,,
166,"Personally, tracks sometimes disappear unexpectedly.",1,male,"Milan, Italy",2007-09-19,,
167,What bothers me is that it feels more focused on creators than listeners. It ends up feeling cluttered.,1,male,"Brisbane, Australia",2012-09-04,,
168,One issue is that navigation can feel messy and unstructured. It makes it harder to find good music.,1,male,"Los Angeles, United States",2010-06-22,,
169,One issue is that audio quality varies a lot between tracks. It makes it harder to find good music.,1,male,"Santiago, Chile",2012-04-16,,
170,"Personally, it’s hard to discover good new music. It makes the experience less enjoyable.",1,male,"Copenhagen, Denmark",2008-03-04,,
171,I’d say there are too many ads on the free version. That part could definitely be improved.,1,male,"Córdoba, Argentina",2012-01-28,,
172,The main problem is that the platform feels cluttered with low-quality tracks. It makes it harder to find good music.,1,male,"Amsterdam, Netherlands",2007-12-30,,
173,"Honestly, search doesn’t always give relevant results. It makes it harder to find good music.",1,male,"Vancouver, Canada",2011-02-24,,
174,"Honestly, the app can be slow or buggy sometimes. It makes the experience less enjoyable.",1,female,"Canberra, Australia",2012-12-25,,
175,"For me, you can’t download music without paying. It makes the app harder to use.",1,male,"Tijuana, Mexico",2009-11-02,,
176,I’d say tracks sometimes disappear unexpectedly. It makes the experience less enjoyable.,1,male,"Vancouver, Canada",2011-04-13,,
177,"Personally, it feels more focused on creators than listeners. It makes the experience less enjoyable.",1,male,"Riyadh, Saudi Arabia",2008-10-31,,
178,"Personally, navigation can feel messy and unstructured. That part could definitely be improved.",1,male,"Perth, Australia",2012-07-19,,
179,"Personally, audio quality varies a lot between tracks. It gets frustrating after a while.",1,female,"Wellington, New Zealand",2013-01-30,,
180,"I wanted to like it, but it’s hard to discover good new music. That part could definitely be improved.",1,male,"Cancun, Mexico",2011-09-19,,
181,The main problem is that there are too many ads on the free version. It makes the experience less enjoyable.,1,male,"Philadelphia, United States",2011-03-08,,
182,What bothers me is that the platform feels cluttered with low-quality tracks. It slows things down.,1,male,"Nairobi, Kenya",2009-01-14,,
183,The main problem is that search doesn’t always give relevant results. It gets frustrating after a while.,1,male,"Jacksonville, United States",2010-04-09,,
184,"Personally, the app can be slow or buggy sometimes. It makes the experience less enjoyable.",1,male,"Dakar, Senegal",2009-02-15,,
185,"Honestly, you can’t download music without paying. It ends up feeling cluttered.",1,male,"São Paulo, Brazil",2012-06-06,,
186,"Honestly, tracks sometimes disappear unexpectedly. That part could definitely be improved.",1,male,"Harare, Zimbabwe",2009-02-13,,
187,I’d say it feels more focused on creators than listeners. It makes the experience less enjoyable.,1,female,"Brisbane, Australia",2013-01-03,,
188,The main problem is that navigation can feel messy and unstructured. It gets frustrating after a while.,1,male,"Shenzhen, China",2008-10-29,,
189,"Personally, audio quality varies a lot between tracks. It makes it harder to find good music.",1,male,"Harare, Zimbabwe",2009-04-16,,
190,"So far, it’s hard to discover good new music. It makes the experience less enjoyable.",1,male,"Mexico City, Mexico",2011-09-16,,
191,"For me, there are too many ads on the free version.",1,male,"Valencia, Spain",2007-09-21,,
192,I’d say the platform feels cluttered with low-quality tracks. That part could definitely be improved.,1,male,"Oslo, Norway",2007-10-26,,
193,What bothers me is that search doesn’t always give relevant results. It makes it harder to find good music.,1,male,"Calgary, Canada",2011-09-10,,
194,The main problem is that the app can be slow or buggy sometimes. It gets frustrating after a while.,1,male,"Toronto, Canada",2010-05-24,,
195,The main problem is that you can’t download music without paying. That part could definitely be improved.,1,male,"Dubai, United Arab Emirates",2008-11-07,,
196,The main problem is that tracks sometimes disappear unexpectedly. It ends up feeling cluttered.,1,male,"Paris, France",2007-09-13,,
197,"In my experience, it feels more focused on creators than listeners. It makes it harder to find good music.",1,male,"Brasília, Brazil",2012-05-02,,
198,I’d say navigation can feel messy and unstructured. It gets frustrating after a while.,1,male,"Toronto, Canada",2010-08-09,,
199,One issue is that audio quality varies a lot between tracks.,1,male,"Boston, United States",2011-08-20,,
200,"I wanted to like it, but it’s hard to discover good new music. It gets frustrating after a while.",1,male,"Montreal, Canada",2011-04-17,,
201,"So far, there are too many ads on the free version. That part could definitely be improved.",1,male,"Arequipa, Peru",2012-04-08,,
202,The main problem is that the platform feels cluttered with low-quality tracks. It ends up feeling cluttered.,1,male,"San Diego, United States",2009-10-15,,
203,What bothers me is that search doesn’t always give relevant results.,1,male,"Seattle, United States",2009-12-30,,
204,What bothers me is that the app can be slow or buggy sometimes. It gets frustrating after a while.,1,male,"La Paz, Bolivia",2012-03-17,,
205,One issue is that you can’t download music without paying. It makes the experience less enjoyable.,1,male,"Boston, United States",2010-03-26,,
206,What bothers me is that tracks sometimes disappear unexpectedly. That part could definitely be improved.,1,male,"Salvador, Brazil",2012-03-01,,
207,I’d say it feels more focused on creators than listeners. It makes the experience less enjoyable.,1,male,"Oslo, Norway",2007-09-24,,
208,"In my experience, navigation can feel messy and unstructured. It gets frustrating after a while.",1,male,"Cancun, Mexico",2009-11-01,,
209,"So far, audio quality varies a lot between tracks. That part could definitely be improved.",1,male,"Singapore, Singapore",2008-05-11,,
210,"I wanted to like it, but it’s hard to discover good new music. It makes the app harder to use.",1,male,"Brussels, Belgium",2008-04-20,,
211,"In my experience, there are too many ads on the free version. It slows things down.",1,male,"Kuala Lumpur, Malaysia",2008-10-14,,
212,"I wanted to like it, but the platform feels cluttered with low-quality tracks. It makes it harder to find good music.",1,male,"San Francisco, United States",2011-10-07,,
213,"I wanted to like it, but search doesn’t always give relevant results. It makes the experience less enjoyable.",1,female,"Adelaide, Australia",2012-10-08,,
214,One issue is that the app can be slow or buggy sometimes. It ends up feeling cluttered.,1,male,"Vancouver, Canada",2009-09-30,,
215,"So far, you can’t download music without paying. It slows things down.",1,male,"Tijuana, Mexico",2010-03-09,,
216,I’d say tracks sometimes disappear unexpectedly. It slows things down.,1,male,"São Paulo, Brazil",2012-06-16,,
217,The main problem is that it feels more focused on creators than listeners.,1,male,"Buenos Aires, Argentina",2012-02-19,,
218,The main problem is that navigation can feel messy and unstructured. It makes the experience less enjoyable.,1,male,"Barcelona, Spain",2007-10-16,,
219,"In my experience, audio quality varies a lot between tracks. It makes the experience less enjoyable.",1,male,"São Paulo, Brazil",2012-06-16,,
220,I’d say it’s hard to discover good new music. It slows things down.,1,male,"Boston, United States",2010-12-24,,
221,What bothers me is that there are too many ads on the free version. It makes the app harder to use.,1,male,"Montreal, Canada",2010-06-30,,
222,The main problem is that the platform feels cluttered with low-quality tracks. It ends up feeling cluttered.,1,male,"Quebec City, Canada",2010-11-23,,
